1789513614,45,2
1789513619,0,2
1789513625,0,24382
1789513630,0,24382
1789513635,0,24382
1789513640,0,24382
1789513645,0,24382
1789513650,0,24382
1789513655,0,24382
1789513660,0,24382
1789513665,0,24382
1789513670,0,24382
1789513675,0,24382
1789513680,0,24382
1789513685,0,24382
1789513690,0,24382
1789513695,0,24382
1789513700,0,24382
1789513705,0,24382
1789513710,0,24382
1789513715,0,24382
1789513720,0,24382
1789513725,0,24382
1789513730,0,24382
1789513736,0,24382
1789513741,0,24382
1789513746,0,24382
1789513751,0,24382
1789513756,0,24382
1789513761,0,24384
1789513766,0,24384
1789513771,0,24384
1789513776,0,24384
1789513781,0,24384
1789513786,0,24384
1789513791,0,24384
1789513796,0,24384
1789513801,0,24384
1789513806,0,24384
1789513811,0,24384
1789513816,0,24384
1789513821,0,24384
1789513826,0,24384
1789513831,0,24384
1789513836,0,24384
1789513841,0,24384
1789513847,0,24384
1789513852,0,24384
1789513857,0,24384
1789513862,0,24384
1789513867,0,24384
1789513872,0,24384
1789513877,0,24384
1789513882,0,24384
1789513887,0,24384
1789513892,53,24394
1789513897,0,24394
1789513902,0,24394
1789513907,0,24394
1789513913,0,24394
1789513918,0,24394
1789513923,0,24394
1789513929,100,24408
1789513934,99,24416
1789513939,100,24418
1789513944,0,24420
1789513949,0,24420
1789513954,0,24420
1789513959,0,24420
1789513964,100,24420
1789513969,100,24420
1789513974,100,24420
1789513979,99,24420
1789513984,100,24420
1789513989,100,24420
1789513994,100,24420
1789513999,100,24420
1789514004,100,24420
1789514010,100,24420
1789514015,100,24420
1789514020,100,24420
1789514025,100,24420
1789514030,100,24420
1789514035,0,24420
1789514040,0,24420
1789514045,0,24420
1789514050,0,24420
1789514055,0,24420
1789514060,0,24420
1789514065,0,24420
1789514070,99,24420
1789514075,100,24420
1789514080,100,24420
1789514085,100,24420
1789514090,100,24420
1789514095,100,24420
1789514100,0,24420
1789514105,0,24420
1789514110,0,24420
1789514115,0,24420
1789514120,0,24420
1789514126,0,24420
1789514131,0,24420
1789514136,0,24420
1789514141,0,24420
1789514146,0,24420
1789514151,0,24420
1789514156,99,24420
1789514161,0,24420
1789514166,100,24420
1789514171,100,24420
1789514176,100,24420
1789514181,100,24420
1789514186,100,24420
1789514191,0,24420
1789514196,0,24420
1789514201,0,24420
1789514206,0,24420
1789514211,0,24420
1789514216,0,24420
1789514221,0,24420
1789514226,0,24420
1789514231,0,24420
1789514237,0,24420
1789514242,0,24420
1789514247,0,24420
1789514252,0,24420
1789514257,100,24420
1789514262,100,24420
1789514267,99,24420
1789514272,100,24420
1789514277,100,24420
1789514282,100,24420
1789514287,0,24420
1789514292,0,24420
1789514297,0,24420
1789514302,0,24420
1789514307,0,24420
1789514312,0,24420
1789514317,0,24420
1789514322,0,24420
1789514327,0,24420
1789514332,0,24420
1789514337,0,24420
1789514342,0,24420
1789514347,100,24420
1789514353,0,24420
1789514358,100,24420
1789514363,100,24420
1789514368,100,24420
1789514373,100,24420
1789514378,100,24420
1789514383,100,24420
1789514388,0,24420
1789514393,0,24420
1789514398,0,24420
1789514403,0,24420
1789514408,0,24420
1789514413,0,24420
1789514418,0,24420
1789514423,0,24420
1789514428,0,24420
1789514433,0,24420
1789514438,0,24420
1789514443,100,24420
1789514448,100,24420
1789514453,100,24420
1789514458,100,24420
1789514463,86,24420
1789514469,100,24420
1789514474,100,24420
1789514479,0,24420
1789514484,0,24420
1789514489,0,24420
1789514494,0,24420
1789514499,0,24420
1789514504,0,24420
1789514509,0,24420
1789514514,0,24420
1789514519,0,24420
1789514524,0,24420
1789514529,0,24420
1789514534,0,24420
1789514539,0,24420
1789514544,100,24420
1789514549,99,24420
1789514554,100,24420
1789514559,100,24420
1789514564,100,24420
1789514569,0,24420
1789514574,0,24420
1789514580,0,24420
1789514585,0,24420
1789514590,0,24420
1789514595,0,24420
1789514600,0,24420
1789514605,0,24420
1789514610,0,24420
1789514615,0,24420
1789514620,0,24420
1789514625,100,24420
1789514630,0,24420
1789514635,0,24420
1789514640,100,24420
1789514645,100,24420
1789514650,100,24420
1789514655,100,24420
1789514660,100,24420
1789514665,0,24420
1789514670,0,24420
1789514675,0,24420
1789514680,0,24420
1789514685,0,24420
1789514690,0,24420
1789514696,0,24420
1789514701,0,24420
1789514706,0,24420
1789514711,37,24420
1789514716,0,24420
1789514721,0,24420
1789514726,0,24420
1789514731,0,24420
1789514736,100,24420
1789514741,100,24420
1789514746,100,24420
1789514751,99,24420
1789514756,100,24420
1789514761,100,24420
1789514766,0,24420
1789514771,0,24420
1789514776,0,24420
1789514781,0,24420
1789514786,0,24420
1789514791,0,24420
1789514796,0,24420
1789514801,0,24420
1789514806,0,24420
1789514812,0,24420
1789514817,0,24420
1789514822,0,24420
1789514827,0,24420
1789514832,100,24420
1789514837,100,24420
1789514842,100,24420
1789514847,100,24420
1789514852,100,24420
1789514857,0,24420
1789514862,0,24420
1789514867,0,24420
1789514872,0,24420
1789514877,0,24420
1789514882,0,24420
1789514887,0,24420
1789514892,0,24420
1789514897,100,24420
1789514902,0,24420
1789514907,0,24420
1789514912,0,24420
1789514917,0,24420
1789514922,0,24420
1789514927,100,24420
1789514933,100,24420
1789514938,100,24420
1789514943,100,24420
1789514948,100,24420
1789514953,0,24420
1789514958,0,24420
1789514963,0,24420
1789514968,0,24420
1789514973,0,24420
1789514978,0,24420
1789514983,0,24420
1789514988,100,24420
1789514993,0,24420
1789514998,0,24420
1789515003,0,24681
1789515008,0,24420
1789515013,0,24420
1789515018,0,24420
1789515023,100,24420
1789515028,100,24420
1789515033,100,24420
1789515039,100,24420
1789515044,100,24420
1789515049,0,24420
1789515054,0,24420
1789515059,0,24420
1789515064,0,24420
1789515069,0,24420
1789515074,0,24420
1789515079,100,24420
1789515084,0,24420
1789515089,0,24420
1789515094,0,24420
1789515099,0,24420
1789515104,0,24420
1789515109,0,24420
1789515114,0,24420
1789515119,100,24420
1789515124,100,24420
1789515129,100,24420
1789515134,100,24420
1789515139,100,24420
1789515144,0,24420
1789515149,0,24420
1789515154,0,24420
1789515160,0,24420
1789515165,0,24420
1789515170,100,24420
1789515175,0,24420
1789515180,0,24420
1789515185,0,24420
1789515190,0,24420
1789515195,0,24420
1789515200,0,24420
1789515205,0,24420
1789515210,0,24420
1789515215,100,24420
1789515220,100,24420
1789515225,100,24420
1789515230,86,24420
1789515235,100,24420
1789515240,0,24420
1789515245,0,24420
1789515250,0,24420
1789515255,0,24420
1789515260,100,24420
1789515265,0,24420
1789515271,0,24420
1789515276,0,24420
1789515281,0,24420
1789515286,0,24420
1789515291,0,24420
1789515296,0,24420
1789515301,0,24420
1789515306,100,24420
1789515311,100,24420
1789515316,100,24420
1789515321,100,24420
1789515326,100,24420
1789515331,0,24420
1789515336,0,24420
1789515341,0,24420
1789515346,0,24420
1789515351,0,24420
